







### 2025-10-24

- 16:48:23 | Access | ALLOWED - LOW RISK | /home/emhar/avaris/src/types/raw-stats.ts | Write | cde1377c-0ad1-4467-89e5-dcf1c4fbd324 | 0 | none | 0.25ms | 0
- 22:18:49 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.25ms | 0
- 22:18:41 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.25ms | 0
- 22:18:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.23ms | 0
- 22:18:19 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.25ms | 0
- 22:15:50 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.58ms | 0
- 22:14:53 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.3ms | 0
- 22:14:40 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.28ms | 0
- 22:13:32 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.25ms | 0
- 22:13:22 | Access | ALLOWED - LOW RISK | grep -A3 "select-icon" /home/emhar/nexly/prototype/v1/classic-style.html | head -10 | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.29ms | 0
- 22:12:51 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.22ms | 0
- 22:11:28 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.28ms | 0
- 22:10:39 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.29ms | 0
- 22:09:36 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.23ms | 0
- 22:09:28 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.27ms | 0
- 22:08:10 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/editor-toolbar.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.24ms | 0
- 22:06:35 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.3ms | 0
- 22:06:26 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.23ms | 0
- 22:05:02 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.24ms | 0
- 22:04:50 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.28ms | 0
- 22:04:42 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/select.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.47ms | 0
- 22:04:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.29ms | 0
- 22:04:16 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.27ms | 0
- 22:04:07 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.26ms | 0
- 22:03:58 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.35ms | 0
- 22:03:44 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.31ms | 0
- 22:03:28 | Access | ALLOWED - LOW RISK | grep -n "toolbar" /home/emhar/nexly/prototype/v1/classic-style.html | head -5 | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.4ms | 0
- 21:57:46 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/floating-headings.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.31ms | 0
- 20:49:38 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.47ms | 0
- 20:49:32 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 20:49:16 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 20:48:59 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/floating-headings.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 20:48:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/floating-headings.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 20:48:11 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 20:41:07 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/dropdown-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 20:40:15 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/scripts/dropdown.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.33ms | 0
- 20:39:53 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/styles/dropdown.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 20:20:05 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/editor-header.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.19ms | 0
- 20:19:55 | Access | ALLOWED - LOW RISK | grep -A5 'id="noteTitle"' /home/emhar/nexly/prototype/v1/classic-style.html | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 20:17:14 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/editor-header.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 20:12:07 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/mocks/mock-tiptap.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.2ms | 0
- 20:11:18 | Access | ALLOWED - LOW RISK | grep -r "Untitled Note" /home/emhar/nexly/prototype/v1/classic-style.html | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 20:09:05 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/editor-toolbar.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 20:08:53 | Access | ALLOWED - LOW RISK | find /home/emhar/nexly/prototype/v1 -name "*toolbar*.css" -type f | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 20:06:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 20:05:08 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 20:05:01 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.22ms | 0
- 19:58:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-service.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:58:16 | Access | ALLOWED - LOW RISK | grep -E "(script|import)" classic-style.html | tail -20 | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.28ms | 0
- 19:58:08 | Access | ALLOWED - LOW RISK | grep -A5 -B5 "themeToggle" classic-style.html | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.2ms | 0
- 19:57:18 | Access | ALLOWED - LOW RISK | cd /home/emhar/nexly/prototype/v1 && grep -r "setupThemeToggle" --include="*.js" --include="*.html" | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:56:41 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 19:56:36 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:55:26 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.19ms | 0
- 19:54:36 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/theme-toggle.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 19:52:34 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/theme-toggle.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:35:59 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/tabs-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 19:35:27 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/tabs.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.21ms | 0
- 19:35:16 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/scripts/tabs.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.22ms | 0
- 19:34:52 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/styles/tabs.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 19:28:26 | Access | ALLOWED - LOW RISK | find /home/emhar/nexly/prototype/v1/components -name "input.*" -type f | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:28:20 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/input-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 19:28:14 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/input-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:28:08 | Access | ALLOWED - LOW RISK | ls /home/emhar/nexly/prototype/v1/components/micro/ | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.19ms | 0
- 19:28:02 | Access | ALLOWED - LOW RISK | mv /home/emhar/nexly/prototype/v1/components/micro/input.css /home/emhar/nexly/prototype/v1/compo... | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:27:53 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/tooltip-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.22ms | 0
- 19:27:31 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/scripts/tooltip.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:27:16 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/styles/tooltip.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:27:05 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/tooltip.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.22ms | 0
- 19:26:59 | Access | ALLOWED - LOW RISK | mkdir -p /home/emhar/nexly/prototype/v1/components/micro/scripts /home/emhar/nexly/prototype/v1/c... | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.24ms | 0
- 19:17:47 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/input-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 19:17:19 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/input.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.41ms | 0
- 19:16:58 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/input.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 19:16:46 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/micro/input.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:16:38 | Access | ALLOWED - LOW RISK | mkdir -p /home/emhar/nexly/prototype/v1/components/micro | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.19ms | 0
- 19:05:31 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/select-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.21ms | 0
- 19:05:05 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/select.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 19:04:46 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/select.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 19:04:23 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/select.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.24ms | 0
- 19:01:24 | Access | ALLOWED - LOW RISK | rm /home/emhar/nexly/prototype/v1/components/scripts/dialog-helper.js | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.37ms | 0
- 19:01:19 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.13ms | 0
- 19:01:09 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/dialog.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 18:59:18 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:59:11 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 18:58:29 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.13ms | 0
- 18:58:23 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.26ms | 0
- 18:58:08 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 18:58:03 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:57:58 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.23ms | 0
- 18:57:48 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:55:20 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/dialog-helper.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 18:50:19 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle-component.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 18:50:07 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle-component.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 18:45:25 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:44:44 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.2ms | 0
- 18:42:59 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.32ms | 0
- 18:42:27 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle-component.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 18:39:12 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/simple-theme-toggle.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 18:38:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/simple-theme-toggle.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 18:37:06 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/simple-theme-toggle.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 18:22:52 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 18:22:41 | Access | ALLOWED - LOW RISK | head -50 /home/emhar/nexly/prototype/v1/styles.css | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:22:37 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 18:22:31 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/theme-toggle.css | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 18:19:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/theme-toggle-demo.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.27ms | 0
- 18:18:56 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-service.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.16ms | 0
- 18:18:35 | Access | ALLOWED - LOW RISK | rm /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle.js | Bash | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.15ms | 0
- 18:18:02 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/scripts/theme-toggle.js | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.21ms | 0
- 18:17:46 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/styles/theme-toggle.css | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 18:17:27 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/components/theme-toggle.html | Write | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.14ms | 0
- 17:57:33 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 17:57:26 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.23ms | 0
- 17:57:16 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.18ms | 0
- 17:56:10 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 17:56:01 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 01bbef10-3930-4ca7-82b6-93e195d04df7 | 0 | none | 0.17ms | 0
- 17:53:00 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/dialog-demo.html | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.15ms | 0
- 17:52:55 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/demos/dialog-demo.html | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.14ms | 0
- 17:50:55 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/classic-style.css | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.21ms | 0
- 17:50:47 | Access | ALLOWED - LOW RISK | ls -la prototype/v1/*.css | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.29ms | 0
- 17:48:57 | Access | ALLOWED - LOW RISK | grep -n "components-styles\|components/styles" prototype/v1/demo.html | head -20 | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.17ms | 0
- 17:48:53 | Access | ALLOWED - LOW RISK | find prototype/v1 -name "*.html" -exec grep -l "components-styles" {} \; | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.19ms | 0
- 17:48:47 | Access | ALLOWED - LOW RISK | grep -n "components-styles" prototype/v1/classic-style.html | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.22ms | 0
- 17:47:45 | Access | ALLOWED - LOW RISK | rmdir prototype/v1/services 2>/dev/null; echo "Cleanup complete" | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.14ms | 0
- 17:47:41 | Access | ALLOWED - LOW RISK | find prototype/v1/components/scripts -name "*.js" -exec grep -l "services/" {} \; 2>/dev/null | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.13ms | 0
- 17:47:36 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/script.js | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.15ms | 0
- 17:47:22 | Access | ALLOWED - LOW RISK | find prototype/v1 -name "*.html" -o -name "*.js" | xargs grep -l "services/" 2>/dev/null | head -10 | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.17ms | 0
- 17:47:18 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.js | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.14ms | 0
- 17:47:11 | Access | ALLOWED - LOW RISK | tail -50 prototype/v1/note-list.html | grep -n "\.js" | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.13ms | 0
- 17:47:07 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/note-list.html | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.14ms | 0
- 17:47:03 | Access | ALLOWED - LOW RISK | grep -n "components-styles\|components-scripts\|services/" prototype/v1/note-list.html | head -20 | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.15ms | 0
- 17:46:52 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/dialog-demo.html | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.15ms | 0
- 17:46:47 | Access | ALLOWED - LOW RISK | /home/emhar/nexly/prototype/v1/dialog-demo.html | Edit | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.17ms | 0
- 17:46:39 | Access | ALLOWED - LOW RISK | grep -l "components-styles\|components-scripts\|services/" prototype/v1/*.html | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.14ms | 0
- 17:46:35 | Access | ALLOWED - LOW RISK | ls prototype/v1/*.html | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.18ms | 0
- 17:46:28 | Access | ALLOWED - LOW RISK | mv prototype/v1/components-scripts prototype/v1/components/scripts | Bash | 4abb2292-14bc-45d4-b264-29cb787f33df | 0 | none | 0.16ms | 0
